bases,0 outs,1 out,2 outs,n_0,n_1,n_2
_ _ _,0.556,0.292,0.105,19624,13290,10256
1B _ _,0.971,0.577,0.242,5391,6048,5771
_ 2B _,1.230,0.765,0.371,1269,2565,3266
_ _ 3B,1.417,0.973,0.374,369,923,1251
1B 2B _,1.749,1.001,0.490,1331,2399,3179
1B _ 3B,1.822,1.275,0.556,574,1092,1287
_ 2B 3B,2.000,1.553,0.726,309,897,821
1B 2B 3B,2.404,1.713,0.877,376,906,1122
