bases,0 outs,1 out,2 outs,n_0,n_1,n_2
_ _ _,0.466,0.244,0.093,43606,31451,25139
1B _ _,0.821,0.501,0.211,9600,11316,11266
_ 2B _,1.094,0.625,0.304,3134,5097,6643
_ _ 3B,1.297,0.921,0.340,451,1753,2826
1B 2B _,1.395,0.835,0.406,2354,4207,5248
1B _ 3B,1.799,1.114,0.467,877,1871,2562
_ 2B 3B,2.003,1.390,0.556,574,1442,1749
1B 2B 3B,2.206,1.572,0.708,588,1527,1881
