bases,0 outs,1 out,2 outs,n_0,n_1,n_2
_ _ _,0.480,0.260,0.099,22003,15560,12432
1B _ _,0.838,0.523,0.221,5461,6213,6231
_ 2B _,1.112,0.693,0.355,1254,2583,3278
_ _ 3B,1.254,0.943,0.341,307,860,1305
1B 2B _,1.422,0.916,0.459,1234,2211,2921
1B _ 3B,1.742,1.246,0.525,465,1057,1278
_ 2B 3B,1.964,1.367,0.556,304,787,795
1B 2B 3B,2.211,1.527,0.753,351,828,1014
