bases,0 outs,1 out,2 outs,n_0,n_1,n_2
_ _ _,0.518,0.270,0.101,19379,13251,10348
1B _ _,0.926,0.536,0.214,5183,5763,5847
_ 2B _,1.130,0.739,0.344,1162,2522,3027
_ _ 3B,1.282,1.006,0.428,323,852,1083
1B 2B _,1.687,1.066,0.445,1299,2351,3236
1B _ 3B,1.844,1.210,0.510,488,939,1024
_ 2B 3B,1.946,1.462,0.647,295,837,748
1B 2B 3B,2.363,1.739,0.754,361,980,1141
