bases,0 outs,1 out,2 outs,n_0,n_1,n_2
_ _ _,0.536,0.284,0.110,43563,31118,24749
1B _ _,0.929,0.540,0.240,9943,11454,11185
_ 2B _,1.185,0.709,0.343,3345,5564,7056
_ _ 3B,1.394,1.040,0.381,467,1893,2954
1B 2B _,1.566,0.917,0.459,2587,4543,5879
1B _ 3B,1.868,1.220,0.520,984,2054,2655
_ 2B 3B,2.039,1.434,0.542,622,1564,1698
1B 2B 3B,2.505,1.559,0.808,729,1731,2124
