bases,0 outs,1 out,2 outs,n_0,n_1,n_2
_ _ _,0.628,0.332,0.116,20685,13977,10631
1B _ _,1.072,0.649,0.269,5643,6660,6308
_ 2B _,1.251,0.811,0.395,1551,2790,3591
_ _ 3B,1.520,1.104,0.417,471,1237,1668
1B 2B _,1.813,1.196,0.558,1353,2260,2692
1B _ 3B,1.822,1.336,0.658,651,1365,1530
_ 2B 3B,2.312,1.654,0.751,413,1023,949
1B 2B 3B,2.804,1.959,0.970,332,740,941
