bases,0 outs,1 out,2 outs,n_0,n_1,n_2
_ _ _,0.470,0.255,0.096,34487,24643,19471
1B _ _,0.848,0.509,0.212,8076,9301,9527
_ 2B _,1.050,0.676,0.335,2224,4336,5263
_ _ 3B,1.239,0.905,0.369,473,1436,2072
1B 2B _,1.464,0.911,0.452,1970,3550,4728
1B _ 3B,1.719,1.119,0.485,787,1644,2136
_ 2B 3B,1.890,1.347,0.604,492,1233,1265
1B 2B 3B,2.336,1.573,0.768,467,1281,1536
