bases,0 outs,1 out,2 outs,n_0,n_1,n_2
_ _ _,0.490,0.264,0.107,22002,15662,12373
1B _ _,0.859,0.518,0.234,5377,6187,6346
_ 2B _,1.129,0.668,0.331,1336,2666,3257
_ _ 3B,1.280,0.959,0.377,271,804,1203
1B 2B _,1.473,0.930,0.454,1225,2256,3095
1B _ 3B,1.819,1.073,0.457,535,1034,1329
_ 2B 3B,1.971,1.367,0.606,276,727,791
1B 2B 3B,2.200,1.481,0.771,320,779,955
