bases,0 outs,1 out,2 outs,n_0,n_1,n_2
_ _ _,0.477,0.256,0.096,21958,15757,12432
1B _ _,0.858,0.516,0.207,5229,6158,6338
_ 2B _,1.073,0.679,0.337,1312,2567,3219
_ _ 3B,1.248,0.901,0.380,307,820,1140
1B 2B _,1.413,0.916,0.406,1190,2302,3063
1B _ 3B,1.622,1.182,0.464,497,1075,1253
_ 2B 3B,1.819,1.315,0.552,270,766,736
1B 2B 3B,2.248,1.601,0.734,306,817,956
