bases,0 outs,1 out,2 outs,n_0,n_1,n_2
_ _ _,0.568,0.302,0.116,40752,28802,22853
1B _ _,0.982,0.584,0.257,9594,10882,10679
_ 2B _,1.211,0.750,0.349,3082,5407,6593
_ _ 3B,1.487,1.004,0.372,501,1788,2845
1B 2B _,1.617,1.024,0.498,2507,4349,5346
1B _ 3B,1.839,1.215,0.511,1061,1976,2586
_ 2B 3B,2.129,1.435,0.599,672,1604,1849
1B 2B 3B,2.432,1.742,0.837,711,1715,2062
