bases,0 outs,1 out,2 outs,n_0,n_1,n_2
_ _ _,0.513,0.267,0.097,20512,14197,11249
1B _ _,0.896,0.527,0.213,5438,6002,5992
_ 2B _,1.136,0.714,0.331,1218,2497,3092
_ _ 3B,1.392,0.954,0.386,306,832,1051
1B 2B _,1.618,0.990,0.438,1364,2372,3141
1B _ 3B,1.784,1.271,0.504,485,1023,1123
_ 2B 3B,1.966,1.508,0.602,292,746,739
1B 2B 3B,2.409,1.635,0.741,401,917,1039
