bases,0 outs,1 out,2 outs,n_0,n_1,n_2
_ _ _,0.546,0.282,0.100,19999,13725,10450
1B _ _,0.969,0.552,0.232,5341,6199,6071
_ 2B _,1.183,0.810,0.351,1287,2781,3327
_ _ 3B,1.430,1.066,0.476,412,1012,1400
1B 2B _,1.744,1.037,0.455,1187,2213,2831
1B _ 3B,1.857,1.266,0.564,572,1273,1446
_ 2B 3B,2.042,1.582,0.729,310,952,881
1B 2B 3B,2.363,1.711,0.905,267,854,1058
