bases,0 outs,1 out,2 outs,n_0,n_1,n_2
_ _ _,0.485,0.262,0.096,34637,24661,19545
1B _ _,0.854,0.513,0.211,8172,9519,9341
_ 2B _,1.082,0.686,0.342,2292,4229,5175
_ _ 3B,1.223,0.902,0.394,533,1505,2014
1B 2B _,1.491,0.895,0.419,1896,3702,4864
1B _ 3B,1.706,1.120,0.431,813,1662,2166
_ 2B 3B,2.013,1.318,0.550,474,1181,1168
1B 2B 3B,2.371,1.468,0.714,496,1346,1670
