bases,0 outs,1 out,2 outs,n_0,n_1,n_2
_ _ _,0.504,0.261,0.090,20218,13907,10643
1B _ _,0.917,0.557,0.218,5409,6164,6073
_ 2B _,1.195,0.727,0.336,1279,2806,3318
_ _ 3B,1.429,1.028,0.405,331,1018,1413
1B 2B _,1.588,0.986,0.475,1198,2134,2704
1B _ 3B,1.872,1.322,0.540,593,1281,1417
_ 2B 3B,1.921,1.425,0.630,305,854,825
1B 2B 3B,2.573,1.765,0.900,288,732,893
